"commit","id","name","node_id","serialVersionUID","tarball_url","zipball_url"
"Commit [sha=a484b962ddaa0c368a6012e4e7606784642aaf92, url=https://api.github.com/repos/WordPress/WordPress/commits/a484b962ddaa0c368a6012e4e7606784642aaf92]","60de470b1778ce403de105eb","3.7.19","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjE5","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.19","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.19"
"Commit [sha=049c6e0636b6712d1bfe6fb736956897e0518420, url=https://api.github.com/repos/WordPress/WordPress/commits/049c6e0636b6712d1bfe6fb736956897e0518420]","60de4822d827e516288d5138","4.4.23","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40LjIz","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.23","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.23"
"Commit [sha=1b7d13954d2bab2fbeebac28ba01ca995c5dae28, url=https://api.github.com/repos/WordPress/WordPress/commits/1b7d13954d2bab2fbeebac28ba01ca995c5dae28]","60de470a1778ce403de1052f","4.2.7","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4yLjc=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.2.7","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.2.7"
"Commit [sha=9b1f9775da12fcab19f977f6390da0df42aa3441, url=https://api.github.com/repos/WordPress/WordPress/commits/9b1f9775da12fcab19f977f6390da0df42aa3441]","60de46811778ce403de1028f","4.2.21","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4yLjIx","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.2.21","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.2.21"
"Commit [sha=01aa0a424f40e433549fe416bdf9f3633dca312b, url=https://api.github.com/repos/WordPress/WordPress/commits/01aa0a424f40e433549fe416bdf9f3633dca312b]","60de4822d827e516288d5139","3.7.25","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjI1","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.25","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.25"
"Commit [sha=e2ac39aa0e88d96336b67d40886bb02fc97cfbf5, url=https://api.github.com/repos/WordPress/WordPress/commits/e2ac39aa0e88d96336b67d40886bb02fc97cfbf5]","60de456ff41b58030f40ba51","4.4.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40LjI=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.2"
"Commit [sha=7dd9e8e310d369c9d05386645b0cc285466dc767, url=https://api.github.com/repos/WordPress/WordPress/commits/7dd9e8e310d369c9d05386645b0cc285466dc767]","60de46811778ce403de102f0","3.7.15","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjE1","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.15","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.15"
"Commit [sha=9ff4499281663b0c772787fd4a60538288f842e9, url=https://api.github.com/repos/WordPress/WordPress/commits/9ff4499281663b0c772787fd4a60538288f842e9]","60de470b1778ce403de10607","5.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS40","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.4"
"Commit [sha=8b378e3674fe019f3ac9eb8a9ec8619677f4025d, url=https://api.github.com/repos/WordPress/WordPress/commits/8b378e3674fe019f3ac9eb8a9ec8619677f4025d]","60de44d7d7d62a2031d11b8a","4.5.12","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC41LjEy","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.5.12","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.5.12"
"Commit [sha=ff0c9a002d180586587e7e566a716976b8296b9d, url=https://api.github.com/repos/WordPress/WordPress/commits/ff0c9a002d180586587e7e566a716976b8296b9d]","60de470a1778ce403de10526","3.7.21","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjIx","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.21","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.21"
"Commit [sha=4aa6902a9c198af1d1466a30d2d31f6f607ce975, url=https://api.github.com/repos/WordPress/WordPress/commits/4aa6902a9c198af1d1466a30d2d31f6f607ce975]","60de46811778ce403de102e8","2.0.6","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMi4wLjY=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/2.0.6","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/2.0.6"
"Commit [sha=55cbb25163f5bab7868126fdb3f14640d373de9a, url=https://api.github.com/repos/WordPress/WordPress/commits/55cbb25163f5bab7868126fdb3f14640d373de9a]","60de4822d827e516288d513a","3.3.3","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy4zLjM=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.3.3","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.3.3"
"Commit [sha=5cba8f255885ea8c3a4ad89da2aec400cdb747ff, url=https://api.github.com/repos/WordPress/WordPress/commits/5cba8f255885ea8c3a4ad89da2aec400cdb747ff]","60de4822d827e516288d513b","3.7.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjQ=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.4"
"Commit [sha=1d7b4f231a83495dfea7ab3551f79cebc942ac62, url=https://api.github.com/repos/WordPress/WordPress/commits/1d7b4f231a83495dfea7ab3551f79cebc942ac62]","60de44d7d7d62a2031d11a89","4.0.10","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjEw","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.10","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.10"
"Commit [sha=7c9e48b88d5954404f427cfa62503ab37675044a, url=https://api.github.com/repos/WordPress/WordPress/commits/7c9e48b88d5954404f427cfa62503ab37675044a]","60de4822d827e516288d513c","4.1.11","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4xLjEx","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.1.11","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.1.11"
"Commit [sha=f4a43388be116e82d3448feebdf0d383e3d07ad0, url=https://api.github.com/repos/WordPress/WordPress/commits/f4a43388be116e82d3448feebdf0d383e3d07ad0]","60de44d7d7d62a2031d11af3","4.4.9","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40Ljk=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.9","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.9"
"Commit [sha=40ec4fac5b6c9f14dcbb962103c6896cee5f782c, url=https://api.github.com/repos/WordPress/WordPress/commits/40ec4fac5b6c9f14dcbb962103c6896cee5f782c]","60de4822d827e516288d513d","5.2.9","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS4yLjk=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.2.9","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.2.9"
"Commit [sha=eeb510dffc5c706f1477d0455f12502a2c870937, url=https://api.github.com/repos/WordPress/WordPress/commits/eeb510dffc5c706f1477d0455f12502a2c870937]","60de4822d827e516288d513e","3.0.5","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy4wLjU=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.0.5","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.0.5"
"Commit [sha=53f04c334b3b3d61c6621113bbd59046f4312f93, url=https://api.github.com/repos/WordPress/WordPress/commits/53f04c334b3b3d61c6621113bbd59046f4312f93]","60de46821778ce403de1044f","2.1.1","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMi4xLjE=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/2.1.1","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/2.1.1"
"Commit [sha=1681d8156e716aad9811d4a6a7b1a371913575c4, url=https://api.github.com/repos/WordPress/WordPress/commits/1681d8156e716aad9811d4a6a7b1a371913575c4]","60de4822d827e516288d513f","4.3.24","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4zLjI0","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.3.24","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.3.24"
"Commit [sha=636df2e0038ba0d7b6fb11126d03ea5d1f7b024f, url=https://api.github.com/repos/WordPress/WordPress/commits/636df2e0038ba0d7b6fb11126d03ea5d1f7b024f]","60de4822d827e516288d5140","2.3.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMi4zLjI=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/2.3.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/2.3.2"
"Commit [sha=151f188b2ae430a22e47caa0be374cba783881dd, url=https://api.github.com/repos/WordPress/WordPress/commits/151f188b2ae430a22e47caa0be374cba783881dd]","60de456cf41b58030f40b994","4.6.21","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC42LjIx","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.6.21","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.6.21"
"Commit [sha=ec5a09a7cce207c3f587712d8e831226334d3393, url=https://api.github.com/repos/WordPress/WordPress/commits/ec5a09a7cce207c3f587712d8e831226334d3393]","60de4822d827e516288d5141","4.5.8","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC41Ljg=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.5.8","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.5.8"
"Commit [sha=f6869cea6cecfe1500c88fa10228842423284ce2, url=https://api.github.com/repos/WordPress/WordPress/commits/f6869cea6cecfe1500c88fa10228842423284ce2]","60de4822d827e516288d5142","4.3.3","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4zLjM=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.3.3","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.3.3"
"Commit [sha=86023cf9c10a93c021eb1b7b2351ce969fc50846, url=https://api.github.com/repos/WordPress/WordPress/commits/86023cf9c10a93c021eb1b7b2351ce969fc50846]","60de4822d827e516288d5143","4.0.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjI=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.2"
"Commit [sha=a4a1ce447ea709717978d7ed5dc0bd2cfc0df4d4, url=https://api.github.com/repos/WordPress/WordPress/commits/a4a1ce447ea709717978d7ed5dc0bd2cfc0df4d4]","60de456ff41b58030f40ba3f","3.8.17","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy44LjE3","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.8.17","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.8.17"
"Commit [sha=1d26e6b860ca3a615f1eb6a4d2632efa7b6d6ce1, url=https://api.github.com/repos/WordPress/WordPress/commits/1d26e6b860ca3a615f1eb6a4d2632efa7b6d6ce1]","60de470a1778ce403de1048e","5.3.8","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS4zLjg=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.3.8","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.3.8"
"Commit [sha=539d6fcb18e200df694d491c61fe5dd138520b30, url=https://api.github.com/repos/WordPress/WordPress/commits/539d6fcb18e200df694d491c61fe5dd138520b30]","60de4571f41b58030f40babe","4.0.25","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjI1","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.25","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.25"
"Commit [sha=b49311da69751a53fe660ef94b738d8c487ada2a, url=https://api.github.com/repos/WordPress/WordPress/commits/b49311da69751a53fe660ef94b738d8c487ada2a]","60de46821778ce403de103aa","4.3.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4zLjQ=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.3.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.3.4"
"Commit [sha=a4081f958dfd52577e87dd01b45d706e731c8c2e, url=https://api.github.com/repos/WordPress/WordPress/commits/a4081f958dfd52577e87dd01b45d706e731c8c2e]","60de44d7d7d62a2031d11b91","4.1.32","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4xLjMy","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.1.32","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.1.32"
"Commit [sha=1e3dcd8b0d1b07bc7e4ddfe063838dc21772e451, url=https://api.github.com/repos/WordPress/WordPress/commits/1e3dcd8b0d1b07bc7e4ddfe063838dc21772e451]","60de470c1778ce403de1062c","4.5.3","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC41LjM=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.5.3","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.5.3"
"Commit [sha=10cc339ba838338b763afd4076397088a51d0249, url=https://api.github.com/repos/WordPress/WordPress/commits/10cc339ba838338b763afd4076397088a51d0249]","60de4822d827e516288d5144","4.8.14","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC44LjE0","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.8.14","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.8.14"
"Commit [sha=dbeefd061233e333237f3115d0e6389e6da1a086, url=https://api.github.com/repos/WordPress/WordPress/commits/dbeefd061233e333237f3115d0e6389e6da1a086]","60de470a1778ce403de104dc","4.8.9","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC44Ljk=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.8.9","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.8.9"
"Commit [sha=e2ac39aa0e88d96336b67d40886bb02fc97cfbf5, url=https://api.github.com/repos/WordPress/WordPress/commits/e2ac39aa0e88d96336b67d40886bb02fc97cfbf5]","60de4822d827e516288d5145","4.4.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40LjI=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.2"
"Commit [sha=ed0c7131ffeb4ca597a7704395a0366625998eee, url=https://api.github.com/repos/WordPress/WordPress/commits/ed0c7131ffeb4ca597a7704395a0366625998eee]","60de44d7d7d62a2031d11b81","4.6.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC42LjI=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.6.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.6.2"
"Commit [sha=537057d65e2713934002276c10da44fb1ccca83e, url=https://api.github.com/repos/WordPress/WordPress/commits/537057d65e2713934002276c10da44fb1ccca83e]","60de4572f41b58030f40badf","4.9.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC45LjQ=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.9.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.9.4"
"Commit [sha=dd46042e3c3b43c5ee3c17862213b0280fb5abfd, url=https://api.github.com/repos/WordPress/WordPress/commits/dd46042e3c3b43c5ee3c17862213b0280fb5abfd]","60de46821778ce403de10453","4.8.1","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC44LjE=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.8.1","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.8.1"
"Commit [sha=a4e59e3f9a7244743ecd451f586a90a5acf38d77, url=https://api.github.com/repos/WordPress/WordPress/commits/a4e59e3f9a7244743ecd451f586a90a5acf38d77]","60de46811778ce403de102dc","4.0.26","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjI2","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.26","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.26"
"Commit [sha=9af9a06f296134d864555c65f8a8622d29bb259e, url=https://api.github.com/repos/WordPress/WordPress/commits/9af9a06f296134d864555c65f8a8622d29bb259e]","60de46821778ce403de103ff","3.7.17","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjE3","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.17","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.17"
"Commit [sha=bbaf6ec3df4febc1dfe561df537b6ebba9869c84, url=https://api.github.com/repos/WordPress/WordPress/commits/bbaf6ec3df4febc1dfe561df537b6ebba9869c84]","60de4822d827e516288d5146","3.7.20","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjIw","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.20","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.20"
"Commit [sha=dd46042e3c3b43c5ee3c17862213b0280fb5abfd, url=https://api.github.com/repos/WordPress/WordPress/commits/dd46042e3c3b43c5ee3c17862213b0280fb5abfd]","60de44d7d7d62a2031d11bc4","4.8.1","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC44LjE=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.8.1","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.8.1"
"Commit [sha=dea69baaefd87d3bd783084339e2b7dcb68d55ea, url=https://api.github.com/repos/WordPress/WordPress/commits/dea69baaefd87d3bd783084339e2b7dcb68d55ea]","60de4571f41b58030f40bac2","1.5.1.2","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMS41LjEuMg==","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/1.5.1.2","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/1.5.1.2"
"Commit [sha=a46ae2ed24887e44b2469ef1bc9f8249d3c39e2b, url=https://api.github.com/repos/WordPress/WordPress/commits/a46ae2ed24887e44b2469ef1bc9f8249d3c39e2b]","60de46811778ce403de10310","5.6.3","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS42LjM=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.6.3","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.6.3"
"Commit [sha=7ce71f800199ad517d5aba9e5a8c1fb77d79ba6a, url=https://api.github.com/repos/WordPress/WordPress/commits/7ce71f800199ad517d5aba9e5a8c1fb77d79ba6a]","60de4822d827e516288d5147","2.0.1","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMi4wLjE=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/2.0.1","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/2.0.1"
"Commit [sha=ec5a09a7cce207c3f587712d8e831226334d3393, url=https://api.github.com/repos/WordPress/WordPress/commits/ec5a09a7cce207c3f587712d8e831226334d3393]","60de46821778ce403de10362","4.5.8","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC41Ljg=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.5.8","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.5.8"
"Commit [sha=94f73ad6e4ae5f9ff767f21e50b5f4adf4365036, url=https://api.github.com/repos/WordPress/WordPress/commits/94f73ad6e4ae5f9ff767f21e50b5f4adf4365036]","60de456df41b58030f40b9cb","5.4.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS40LjQ=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.4.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.4.4"
"Commit [sha=22bb60277036651db73dc872eaa7d2a50276b00d, url=https://api.github.com/repos/WordPress/WordPress/commits/22bb60277036651db73dc872eaa7d2a50276b00d]","60de4822d827e516288d5148","3.8.1","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy44LjE=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.8.1","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.8.1"
"Commit [sha=c75501c296f5612c9fdd801fe8047d8ae31f28b1, url=https://api.github.com/repos/WordPress/WordPress/commits/c75501c296f5612c9fdd801fe8047d8ae31f28b1]","60de4570f41b58030f40ba84","4.4.8","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40Ljg=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.8","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.8"
"Commit [sha=83f28d6ad15076b0c7827ef82b1b7fa1eecdceb4, url=https://api.github.com/repos/WordPress/WordPress/commits/83f28d6ad15076b0c7827ef82b1b7fa1eecdceb4]","60de46811778ce403de102f1","4.4.13","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC40LjEz","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.4.13","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.4.13"
"Commit [sha=d718a18441da97cf3e38d6eb83ea874381348765, url=https://api.github.com/repos/WordPress/WordPress/commits/d718a18441da97cf3e38d6eb83ea874381348765]","60de456ef41b58030f40b9f3","4.0.14","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjE0","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.14","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.14"
"Commit [sha=55cbb25163f5bab7868126fdb3f14640d373de9a, url=https://api.github.com/repos/WordPress/WordPress/commits/55cbb25163f5bab7868126fdb3f14640d373de9a]","60de470a1778ce403de104e9","3.3.3","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy4zLjM=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.3.3","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.3.3"
"Commit [sha=7a8356c9b0707fbcbcacb09727dbd608557599dd, url=https://api.github.com/repos/WordPress/WordPress/commits/7a8356c9b0707fbcbcacb09727dbd608557599dd]","60de4822d827e516288d5149","4.6.19","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC42LjE5","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.6.19","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.6.19"
"Commit [sha=4081f36fd1d1348bd60441242baab107430c600d, url=https://api.github.com/repos/WordPress/WordPress/commits/4081f36fd1d1348bd60441242baab107430c600d]","60de470b1778ce403de105f8","3.9.17","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy45LjE3","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.9.17","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.9.17"
"Commit [sha=be8026b04049c9f090784b9bd7d4c048be592bbe, url=https://api.github.com/repos/WordPress/WordPress/commits/be8026b04049c9f090784b9bd7d4c048be592bbe]","60de4572f41b58030f40bafa","4.3.17","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4zLjE3","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.3.17","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.3.17"
"Commit [sha=84cc95255d9c4c918961e155868ac955f50d7522, url=https://api.github.com/repos/WordPress/WordPress/commits/84cc95255d9c4c918961e155868ac955f50d7522]","60de46821778ce403de10394","4.0.33","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4wLjMz","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.0.33","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.0.33"
"Commit [sha=54fc2e2441ffd3a916b71902571376f2c0fdc111, url=https://api.github.com/repos/WordPress/WordPress/commits/54fc2e2441ffd3a916b71902571376f2c0fdc111]","60de470c1778ce403de10639","3.7.5","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy43LjU=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.7.5","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.7.5"
"Commit [sha=641b0fea4e35a51ffbcc7ceab5780f0fd2e372fe, url=https://api.github.com/repos/WordPress/WordPress/commits/641b0fea4e35a51ffbcc7ceab5780f0fd2e372fe]","60de470a1778ce403de10508","4.1.30","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNC4xLjMw","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/4.1.30","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/4.1.30"
"Commit [sha=058f9903676a7efaee534a682df0a2a8b87574d8, url=https://api.github.com/repos/WordPress/WordPress/commits/058f9903676a7efaee534a682df0a2a8b87574d8]","60de470c1778ce403de10642","5.7","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvNS43","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/5.7","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/5.7"
"Commit [sha=3c77bca702cdf58268692a1359b81b5725d24e3b, url=https://api.github.com/repos/WordPress/WordPress/commits/3c77bca702cdf58268692a1359b81b5725d24e3b]","60de4573f41b58030f40bb34","3.8.4","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy44LjQ=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.8.4","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.8.4"
"Commit [sha=39aaf4a53b2c58e0c15133c07eed926011bb8830, url=https://api.github.com/repos/WordPress/WordPress/commits/39aaf4a53b2c58e0c15133c07eed926011bb8830]","60de44d7d7d62a2031d11a5a","3.9.32","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy45LjMy","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.9.32","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.9.32"
"Commit [sha=5017e7ff0d8b14311177a9004b3f775213a989c1, url=https://api.github.com/repos/WordPress/WordPress/commits/5017e7ff0d8b14311177a9004b3f775213a989c1]","60de4822d827e516288d514a","3.9.7","MDM6UmVmMjg4OTMyODpyZWZzL3RhZ3MvMy45Ljc=","","https://api.github.com/repos/WordPress/WordPress/tarball/refs/tags/3.9.7","https://api.github.com/repos/WordPress/WordPress/zipball/refs/tags/3.9.7"
